,idx,class,conversation,types
13088,13088,위협대화,"트젠중에 밑에는 수술안한 사람도 많데
졷 잡아 뽑아 버리고 후다에 죽창꽂아서 죽이고 싶음
그사람들한테 무슨 원한있니??","IMMORAL_NONE
VIOLENCE
ABUSE
IMMORAL_NONE"
13089,13089,위협대화,"너 복학왕의 사회학이란 책 읽어봤냐?
ㅇㅇ 그거 지방대생 이야기 하는 거?
진짜 저자 꼰머 아니냐 ㅋㅋㅋ 적당히 패서 닥치게 해야 할 듯","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
HATE
CENSURE"
13090,13090,위협대화,"어떻게 사람의 탈을 쓰고 저럴 수 있지?
진짜 저 놈은 살해당해도 인정이다
진짜 감옥가는 거 보다 그게 더 나을지도 모르겠다","CENSURE
HATE
CENSURE
VIOLENCE
CRIME
IMMORAL_NONE"
13091,13091,위협대화,"사람이 살다 보면 사람 좀 죽일 수 있는 거지
뭔 소리야 이거는 또
너 같이 말귀 못 알아 듣는 애들 죽이고 싶다는 소리","DISCRIMINATION
CENSURE
VIOLENCE
IMMORAL_NONE
CENSURE"
13093,13093,위협대화,"중동에서는 결혼 거부하면 명예살인 한대.
한국도 한녀들 명예살인 가야함
중동가서 당해봐야 정신차림","IMMORAL_NONE
HATE
VIOLENCE
CENSURE"
13096,13096,위협대화,"늙고 추잡스런 놈한테 여친이 있다니
여친 입 예쁘던데 그안에 똥싸고 싶음
그런 말을... 그건 좀...","HATE
VIOLENCE
CRIME
IMMORAL_NONE"
13097,13097,위협대화,"이 시국에 해수욕장을 간다고?
마스크 쓰면서 물속에 들어가고 싶나.
개념없는 놈들 산소아까워 그냥 다 뒤졌으면 좋겠다.","IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE"
13108,13108,위협대화,"아니 도대체 식당와서 시킨음식 다먹어놓고 맛없다는 컴플레인은 뭐냐
그냥 별 생각하지말고 음식 다시줘
다시는 못먹게 드릴로 혀에 박살 내버리고 싶네","IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE"
13113,13113,위협대화,"예약 잡아놓고 노쇼하는 손님들 진짜 싹다 머리 깨버리고 싶음.
지네들 시간만 소중한 줄 아는 애들 진짜 뒤져야 함.
오늘 노쇼 손님 많아서 화났나 보네 ㅠㅠ","CENSURE
VIOLENCE
CENSURE
HATE
ABUSE
IMMORAL_NONE"
13117,13117,위협대화,"성범죄자 발찌 끊고 거리를 활보하네
성범죄자들 그냥 처음부터 잡히면 발모가지 싹 다 날려버리면 안되나?
그러면 벌레마냥 기어다녀야해서 범죄 못 저지르잖아","IMMORAL_NONE
VIOLENCE
CRIME
CENSURE"
13119,13119,위협대화,"#@인간및인간집단.조직및단체.기업# 진짜 서비스 개구리지 않음? 고객센터직원들 보다 내가 더 잘할듯 시1발 거기서 하는 것도 없어보이는 련 롬들임
거기서 산소만 처 축내지 하는게 1도 없음 나도 상담전화까지 걸리는데 시간 올래걸려서 빡치더라,복수는 어떻게 할수있냐
어떻게 해야지 이련 놈들을 조질 수있을까?","ABUSE
ABUSE
VIOLENCE"
13120,13120,위협대화,"난민들 먹는 것도 가려먹네 #@# 푸드로 갖다 준다는데?
이제 하나씩 비위 맞춰주다가 #@#처럼 교사 참수돼봐야 정신을 차리지
그니까 왜 저런 #@#을 받는 거냐고","HATE
CENSURE
VIOLENCE
CRIME
DISCRIMINATION
CENSURE
HATE
CENSURE"
13127,13127,위협대화,"군인들은 월급 받을 필요 없는거 아니야?
그냥 나라를 위해 봉사한다고 생각하면 되잖아
너 같은련들은 3일에 한 번씩 몽둥이 찜질 당해야하는데","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE"
13130,13130,위협대화,"20개월 영아한테 성범죄 저지르고 살인한 놈을 대체 뭐라 해야 되냐?
너무 부들거려서 입에 담기도 싫다.
미국 칼날미사일로 찢어 죽여도 시원찮은 놈이야.","IMMORAL_NONE
IMMORAL_NONE
HATE
VIOLENCE"
13131,13131,위협대화,"그 국회의원, 여직원의 몸을 만져서 고소되었대.
헐, 양심은 어디에 팔아먹은 거야?
차라리 자살을 추천한다 ㅋㅋㅋ","IMMORAL_NONE
CENSURE
CENSURE
VIOLENCE"
13134,13134,위협대화,"네가 나한테 악플달던 걔냐?
그래서 뭐 어쩌라고?
너 실제로 만나도 나한테 똑같이 행동할수 있어?
한번만더 악플 달아봐
손가락 하나하나 절단기로 잘라줄테니까.","IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
VIOLENCE"
13135,13135,위협대화,"버스기사한테 정류장 아닌데다가 내려달라 해놓고 안내려줬다고 기사 뚜드려 팸 ㅋㅋ
더 웃긴건 뭔지 앎? 여자라서 불구속 됨. 역시 페미국
기사는 바보같이 쪼개고 있네. 한대 맞고 어이없어 하면서 가로수나 들이받지.","CENSURE
VIOLENCE
CENSURE
VIOLENCE
CRIME"
13141,13141,위협대화,"진짜 이번 좌파 정권은 부자를 너무 혐오함.
니체가 우리 같은 사람들에 대한 개돼지들의 원한의식을 부추겨서 정치인들이 권력을 잡는다잖아
돈 없고 능력도 없이 노력은 안하고 욕심만 가득한 것들이 쪽수로 밀어붙이게 하는 민주주의가 가끔은 진짜 혐오스러움.
헛소리 하는 개돼지들은 가끔은 박멸을 해야 하는데, 그걸 못하니 너무 짜증남.
헬조선 개돼지들 다스리는데는 민주주의가 아니라 그냥 #@인간및인간집단.인물.정치인.남성#식 독재가 훨씨 더 효율적이고 좋음.","CENSURE
CENSURE
HATE
CENSURE
VIOLENCE
CRIME
CENSURE
HATE
DISCRIMINATION"
13145,13145,위협대화,"10대 딸 입양 한달만에 성범죄를 저질렀다는데
와 성욕풀려고 입양한거야 머가리에 머가 들었으면
저런건 그냥 거세 시키고 목잘라 죽여야함","IMMORAL_NONE
ABUSE
VIOLENCE"
13151,13151,위협대화,"여자애들 싸우는 거 살벌하더라
그래봤자 딱 피싸개식 기싸움이지 뭐ㅋㅋㅋ
내앞에서 그랬으면 그냥 싸대기를 후렸을 거야","IMMORAL_NONE
HATE
CENSURE
DISCRIMINATION
CENSURE
VIOLENCE
DISCRIMINATION
HATE"
13156,13156,위협대화,"내가 군대 있을 때 말이야 부대에서 축구를 했거든
아 저 군무새 진심 입 좀 다물었으면;;
지겹다 지겨워 누가 쟤 패서 기절 좀 시켜라","IMMORAL_NONE
CENSURE
HATE
ABUSE
VIOLENCE"
13158,13158,위협대화,"니가 뭔데 사람을 이런 식으로 무시해?
확 칼침 놔 줘?
해 봐, 내가 너 저승 보내 줄게","IMMORAL_NONE
VIOLENCE
VIOLENCE"
13162,13162,위협대화,"햐... #@인간및인간집단.인물.인물_무정보.남성# 쟤는 야구 진짜 못한다...
걔는 야구 잘 할때까지 빠다로 ㅈㄴ 때려야 정신을 차려
야구를 이딴 식으로 해놓고 돈만 빠는 쓰레기색기인데 왜 경질이 안될까?
ㄹㅇ 이딴 개 버-러지 샛기가 프로로 뛴다는 게 이해가 안됨
#@인간및인간집단.인물.인물_무정보.남성# 도루도 시-발 ㅋㅋ 그냥 유소년 야구 수준인데
그샛기#@# 나가면 #@# 때 첫빠따로 디질걸? ㅋㅋ
ㄴㄴ #@# 나가기 전에 내손에 먼저 디질 예정임","IMMORAL_NONE
VIOLENCE
CENSURE
ABUSE
CENSURE
HATE
ABUSE
CENSURE
HATE
ABUSE
CENSURE
DISCRIMINATION
ABUSE
CENSURE
ABUSE
VIOLENCE
VIOLENCE
CENSURE
ABUSE
CRIME"
13165,13165,위협대화,"그런 머리만 돌아가는 것도 신기하다 사탄놈들
정신나간놈들 알아서 죽어라
제발 진짜로 죽어주세요
벌레보다도 못한 인간들","HATE
CENSURE
HATE
CENSURE
VIOLENCE
HATE
CENSURE
VIOLENCE
HATE
CENSURE"
13172,13172,위협대화,"너 저사람 아는 사람이야?
아니 처음 보는 것 같은데 왜?
계속 쳐다보고 가길래 눈알 후벼파주고 싶더라","IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE"
13173,13173,위협대화,"된장국 맘충 사건을 겪고도 저런 거에 선동당하는 모지리들이 있나
피싸개가 짖어대면 그냥 무시해라
무시할 거 아니면 줘패던가","HATE
CENSURE
ABUSE
DISCRIMINATION
HATE
CENSURE
ABUSE
DISCRIMINATION
HATE
CENSURE
VIOLENCE
DISCRIMINATION"
13174,13174,위협대화,"촉법소년 개꿀 치트키아님? ㅋㅋ틀딱쉰내들 부러워서 부들대노
니네 부모가 콘돔 미사용으로 질질 싸다가 나온 결과물이네
니네 엄마도 몽둥이로 ㅈㄴ패도 촉법소년이라 벌 안받을듯 ㅋ","CENSURE
CENSURE
SEXUAL
VIOLENCE"
13180,13180,위협대화,"지금 우리학교에 경찰차 왜 와있음?
중국인들끼리 칼빵 놔가지고 신고당했대
헐ㄷㄷㄷㄷ 이게 무슨 일이고","IMMORAL_NONE
VIOLENCE
CRIME
IMMORAL_NONE"
13182,13182,위협대화,"우리 거북이 귀엽지?
거북이 껍데기 칼로 도려내면 안에 뭐 있는지 궁금하지 않아?
거북이는 어떤 자세로 죽는지 궁금하네","IMMORAL_NONE
VIOLENCE
VIOLENCE"
13183,13183,위협대화,"이번에 배우 한명 성추행한거 걸려서 자살했다고 하더라
자살 안 했으면 내가 모가지 따서 돼지 사료로 만들어 버렸을 텐데
성범죄자들은 줄긴하여야 할건데","IMMORAL_NONE
VIOLENCE
CENSURE
IMMORAL_NONE"
13185,13185,위협대화,"그럼 뭐가 불만이라서 다 때려치고 자살을 했다는거냐?
내말이 지가 찔려서 자살해놓고 피해자인척하고 있어
이제 쟤네 지지하는 것들은 그냥 다 뇌가 없는 샛기들같애","CENSURE
VIOLENCE
CENSURE
VIOLENCE
ABUSE
DISCRIMINATION
CENSURE"
13186,13186,위협대화,"우리회사 상사 진짜 몽둥이로 겁나게 때리고싶다
오늘 안좋은소리라도 한마디 들은거야?
대화의방 또 끌고가더라; 염산으로 테러하고 싶어","VIOLENCE
HATE
IMMORAL_NONE
VIOLENCE
CRIME"
13187,13187,위협대화,"아 옆집 진짜 시끄러워서 죽이고 싶다
찾아가서 주의를 주는건 어때?
죽인다는 너무 심하잖아..","VIOLENCE
HATE
IMMORAL_NONE
IMMORAL_NONE"
13193,13193,위협대화,"#@인간및인간집단.인물.방송인.여성# 그만 좀 해라. 얘 하는 짓 보면 오래 못 갈거 같지 않냐.
곧 #@인간및인간집단.인물.방송인.여성# #@인간및인간집단.인물.방송인.여성# 따라 갈 것 같다.
제가 그때 바쁠지 몰라서 미리 명복을 빕니다.","CENSURE
VIOLENCE
VIOLENCE"
13195,13195,위협대화,"한남 새퀴들아 죽탱이 대
더 때려줭
조팔 집 밖에 나오지마","VIOLENCE
ABUSE
IMMORAL_NONE
ABUSE
HATE
CENSURE"
13203,13203,위협대화,"오늘 식당에서 밥 먹는데 어린 애들 소리 지르는 소리가 너무 시끄럽더라
그거 가만 두는 맘충들 진짜 죽여버리고 싶음
애 엄마가 미개하니까 자식도 미개하게 크는 것 같더라니까","DISCRIMINATION
HATE
DISCRIMINATION
HATE
CENSURE
VIOLENCE
DISCRIMINATION
HATE
CENSURE"
13206,13206,위협대화,"아.. 그 스시남 살인마 봤냐??
열폭에 찌든 번탈남이더만.
한국에도 저렇게 인생 바닥인 남자들 많던데, 진짜 좀 죽었으며","CENSURE
HATE
HATE
CENSURE
CENSURE
VIOLENCE"
13207,13207,위협대화,"꼴페미는 정신병이야.
꼴페미나치들은 지능이 없는 거나 마찬가지지.
전부 불태워 죽여버리고 싶다.","VIOLENCE
HATE
VIOLENCE
VIOLENCE"
13209,13209,위협대화,"와 뚝배기 깨져서 우동사리 나온거 봐
겁나 잔인하네. 이거 유족이 보면 상처 클텐데
조회수 올리려고 일부러 모자이크 다 보이게 했구만.","VIOLENCE
HATE
CENSURE
CENSURE"
13215,13215,위협대화,"어제 집 가는 길에 덤프트럭에 치일 뻔 했잖아
헐? 근데 덤프들은 다 운전 너무 뭣같이 해
내리지도 않고 쳐다보는데 눈 파 버리고 싶었다니까","IMMORAL_NONE
HATE
CENSURE
VIOLENCE"
13222,13222,위협대화,"#@물질적산물.상품.배달서비스#시킬때 한집배달하는걸로 돈 더 줬는데 한집배달이 아니었어
#@#이랑 #@물질적산물.상품.배달서비스# 콜을 동시에 받아서 두 건을 한번에 배달 하더라
딸배들 사고나서 갈려 디져 버렸으면 좋겠어","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
HATE
CENSURE"
13227,13227,위협대화,"야 오늘 돈 안가져 왔냐? 쳐 맞고 싶어?
ATM기이면 답게 돈이나 쳐 가지고 와라
진짜 같이 놀아주는데 돈도 안들고와 그럼 맞아야지?","VIOLENCE
CENSURE
VIOLENCE
VIOLENCE"
13229,13229,위협대화,"야 우리 내일 저녁 약속 안 까먹었지?
헐 미안 어떻게 해 나 까먹고 알바 가기로 했어 진짜 미안ㅜㅜ
와 진짜 병으로 니 머갈 개패고싶다 진짜 죽일까","IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE
ABUSE"
13230,13230,위협대화,"진짜 쟤하고는 대화가 안돼
너도 참 답답한 놈이네
그래도 노력은 해 봐야지.
대화 안 되면 안 하면 되지, 노력을 왜 해?
토요일에 회사 주말농장 가서 원팀으로 삽질해야 돼.
대화 때려 치우고, 차라리 그 삽으로 머리통이나 한 번 갈겨.","CENSURE
CENSURE
IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
VIOLENCE"
13244,13244,위협대화,"백신부작용 아직도 계속 속출하네
기사보니 어떤사람은 시력을 잃었대.
접종초기에 의사들 나와서 안전하다 한건 뭐지?
#@인간및인간집단.인물.정치인.남성# 앞잡이 의사들 싹다 마취없이 생체실험에 처넣어야 해.
만약 양심팔고 거짓말한거면 네말처럼 천벌받아야 한다.
정작 아무도 책임 안지고 그냥 끝날걸?","IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE
IMMORAL_NONE
IMMORAL_NONE"
13250,13250,위협대화,"아 진짜 여사친 패고 싶어 죽겠다
여사친이 뭐했길래?
울면서 임신이면 어떡하냐고 나한테 전화를 해
그걸 왜 너한테 하는 거지?
매일 남자들한테 정자 리필받는 년이라 원나잇해서 아빠를 모른대
와 진짜 소름이 돋는다","VIOLENCE
IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
CENSURE
SEXUAL
IMMORAL_NONE"
13251,13251,위협대화,"요즘 고양이들이 쓰레기 봉지를 찢어서 문제야
길고양이들 다 로드킬 당했으면 좋겠다
길고양이들 귀엽다고 빠는 인간들때문에 정착하는 거임","IMMORAL_NONE
VIOLENCE
CENSURE"
13259,13259,위협대화,"너처럼 게임할 때 패드립 치는 모질이들 보면 손목을 잘라버리고 싶더라
니 태어날 때로 돌아가서 궁자펀치 씨게 꼽아서 낙태시키고싶노 ㅋㅋ
차단할게~","VIOLENCE
CENSURE
VIOLENCE
CENSURE
IMMORAL_NONE"
13261,13261,위협대화,"장애인 낳은 부모들 개불쌍해
그러게 진짜 죽일 수도 없고 버릴 수도 없고
전생에 나라 팔아서 업보 청산하는 거일 수도 있을 걸","DISCRIMINATION
VIOLENCE
CENSURE"
13264,13264,위협대화,"전여자친구가 나를 버렸어
그리고 바로 다른 남자를 만난다면서?
지금이라도 달려가서 등에 칼을 꽂아 버리고 싶다
아무리 그래도 그건 범죄야","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
CRIME
IMMORAL_NONE"
13268,13268,위협대화,"야 조심해
저 사람은 운전을 왜 저렇게 해
죽일 놈들 운전하다 사고나서 비명횡사나 해라 ㅋㅋㅋ","IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE
CRIME"
13270,13270,위협대화,"틀딱들 제발 집 밖으로 안 기어나오면 좋겠어.
주문 받으려고 할 때 말도 제대로 못해서 답답함.
60살 넘으면 그냥 안락사 시켜야 함.","CENSURE
DISCRIMINATION
HATE
IMMORAL_NONE
DISCRIMINATION
VIOLENCE
CENSURE
HATE"
13273,13273,위협대화,"아 #@#련아 힐좀 쳐 달라고 @ㅐ미 듸진련아
응 니7ㅣ미 뷰지 내가 찢음~
아 ^^ㅣ발련아 니네집 주소 대라 개그튼련아","ABUSE
VIOLENCE
ABUSE
ABUSE"
13275,13275,위협대화,"아 기분도 꿀꿀하네 누구 한 놈 걸리면 죽도록 패버린다
너 분노조절장애니?
그냥 말만 한거야...","VIOLENCE
CENSURE
IMMORAL_NONE"
13280,13280,위협대화,"나라가 이렇게 썩었는데도 대학생 찐따들아 니들은 시위 한번을 안 하냐?
니들이 해 틀딱들아 학교도 못 가는데 처맞을라고
2030은 패 죽여야지 ㅋㅋㅋㅋ 쓰레기들 나라 존망테크 타는데 지들 살겠다고...","CENSURE
ABUSE
VIOLENCE
ABUSE
CENSURE
HATE
CRIME
CENSURE
VIOLENCE
ABUSE"
13281,13281,위협대화,"현생에서 만나지 맙시다
진짜 사지 찍어 죽이는 모습 보여드립니다.
말 가려가면서 하시죠","IMMORAL_NONE
VIOLENCE
IMMORAL_NONE"
13282,13282,위협대화,"이번에 재벌2세 교통사고 났는데 무죄로 풀렸다더라
이게 나라 맞냐? 재벌들 싸잡아서 차로 밀어 버리고 싶네
니가 밀어 버리면 시체는 내가 갈아서 돼지 사료로 줄게","IMMORAL_NONE
CENSURE
VIOLENCE
CRIME
VIOLENCE"
13284,13284,위협대화,"고양이가 음식물 쓰레기 봉투 다 헤집어놨어
어쩐지 악취가 심하더라
진짜 나비탕 합법화해야 해. 다 탕 끓여버려야 하는데","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
CRIME"
13288,13288,위협대화,"흡연충들 진짜 개극혐이야!
진짜 무지성 흡연충들이 많긴 하지.
줄담배태울 거면 그냥 한번에 20개피 한꺼번에 태우다가 뒤졌음 좋겠다.","CENSURE
ABUSE
CENSURE
CENSURE
VIOLENCE"
13293,13293,위협대화,"저 여자는 내 운명의 여자야.
와 진짜 개못생겼는데?
한마디만 그딴식으로 더하면 죽여버릴거야.","IMMORAL_NONE
CENSURE
VIOLENCE
CENSURE"
13304,13304,위협대화,"아 #@#들 PC방 싹다 출입금지 시켜버렸으면 좋겠다
맞아 너무 시끄럽게하고 개념이 없어
가끔 PC방가면 보이는데, 칼로 쑤시고 싶어져","CENSURE
CENSURE
CENSURE
VIOLENCE
CRIME"
13312,13312,위협대화,"초밥 맛이 약간 이상한 게 누가 독 넣은 거 아냐?
이 조현병 환자 밥맛 떨어지게
독 넣은 놈 잡으면 네가 회칼로 내장 좀 쑤셔줘라","IMMORAL_NONE
DISCRIMINATION
CENSURE
VIOLENCE"
13315,13315,위협대화,"저 비둘기 같은 모가지 흔들거리는 거 보면 자꾸 충동이 든다?
무슨 충동?
비둘기 모가지를 확 비틀어버리고 싶은 충동","CENSURE
IMMORAL_NONE
VIOLENCE
CRIME
HATE"
13316,13316,위협대화,"미자련들 그냥 어릴때부터 정신 개조해서 바로 성 노리게 만들고 싶노
그냥 가면 다리 벌리게 만들어야 됨 ㅋㅋ 벌려서 신음이나 오지게 내게 교육하자
몸캠 찍어서 협박한다음에 매매 고고 개이득","VIOLENCE
CRIME
SEXUAL
SEXUAL
CRIME"
13325,13325,위협대화,"아 어제 옆에서 일하는 여자애 생리하는지, 과일 상한 썩은내가 진동하더라
진짜 생긴건 여자 맞나 싶은데, 그런걸로 확인시켜주는 애들이 있지
너무 기분 더러워서, 발로 배 차고 싶더라","CENSURE
DISCRIMINATION
HATE
CENSURE
HATE
VIOLENCE
CRIME"
13326,13326,위협대화,"확실히 애들은 맞아야 잘 크는 것 같다.
애들을 때린다고?
ㅇㅇ 말보다 행동으로 가르치는 게 효과가 더 좋다","VIOLENCE
CRIME
IMMORAL_NONE
CRIME"
13327,13327,위협대화,"흑인이 동양인 폭행한 기사 봤어?
진짜 너무 하더라
역시 태생이 노예인 깜둥이들은 채찍으로 다스려줘야함","IMMORAL_NONE
IMMORAL_NONE
DISCRIMINATION
CENSURE
VIOLENCE"
13328,13328,위협대화,"나 남잔데 코 수술 잘 하는 병원 추천 좀
응 아스팔트에 갈려서 납작한 코 세워봤자 닌 못생김 수고해 ^^
말뽄새 보소 머가리 아스팔트에 으깨버리고 싶네","IMMORAL_NONE
CENSURE
ABUSE
VIOLENCE"
13337,13337,위협대화,"응급차 앞을 막는 건 진짜 나쁜 거 아니야?
택시충 놈 진짜 인성 알만하다
지도 응급실 실려갈 때 누가 길막아서 죽었으면 좋겠네","HATE
CENSURE
HATE
CENSURE
HATE
CENSURE
VIOLENCE"
13342,13342,위협대화,"나만 #@인간및인간집단.인물.방송인.여성#앞니 거슬리냐 벌어진거 개 이상하다. 뽑아버리고 싶다. 개 존못
#@인간및인간집단.인물.방송인.여성# 춤 좀 춘다고 나대는거 개 보기 싫음 춤만 잘 추지 다른건 개 못하잖아 ㅋㅋ 제발 나대지 마라
치명적인 척 하는것도 개 싫음 치명적일때마다 명치 치명타 꽂고 싶다.","CENSURE
CENSURE
CENSURE
VIOLENCE"
13343,13343,위협대화,"노숙자들은 기관총으로 다 조져버려라 좀
노숙자들 싸그리 죽여서 거리좀 깨끗하게 만들자","CENSURE
VIOLENCE
CRIME
VIOLENCE"
13345,13345,위협대화,"#@인간및인간집단.조직및단체.기업# 빵 먹고싶다 ㅋ
야 그거 쓰레기야 밀가루반죽에 녹물 세킷세킷했든데
민노총이 쓰레기짓한 거 아니고???걔네는 절구에 빻아야돼","IMMORAL_NONE
CENSURE
HATE
VIOLENCE
CENSURE"
13349,13349,위협대화,"너는 왜 말을 계속 끊냐 시1발 내말을 끝까지 처 들어 미띤련아
너 말하는 꼬라지를 봐 안끊고싶겠냐? 말하는게 진짜 뵹신같이 말하는데 참는 사람이 부처다
이 새77ㅣ는 진짜 칼로 찔려봐야지 죄송합니다란 말이 나오겠네?","ABUSE
CENSURE
ABUSE
ABUSE
VIOLENCE"
13350,13350,위협대화,"솔직히 지구도 이제 쓰레기 포화상태인데 국제 쓰레기 한남 다 죽이고 비료로 만들기가 이득일듯?
그렇게 치면 한녀인 느그가 죽는 게 맞지 않노? 피만 싸고 할 줄 아는 것도 없는데
왜 할 줄 아는 게 없다고 단언하세요?","HATE
VIOLENCE
HATE
CENSURE
IMMORAL_NONE"
13355,13355,위협대화,"한국-중국-일본 여자들 중에 누가 제일 매력적 인 것 같음?
솔직히 짱깨 야동 여자들 겁나 쌔끈하데. 근데 짱깨어 듣는 순간 ㅂㄱ 풀림
스시가 최고지ㅋㅋ 야메떼 거리고 귀엽잖아
다 별론데;; 양녀가 최고다 한번만 박아보고 싶다 ㄹㅇ
그런데 스시는 다 좋은데 못생긴 애들 너무 많음. 우리나라는 성형충이고
우리나라는 이미 페미국 시전해서 글렀음; 자살이 답이다","IMMORAL_NONE
HATE
CENSURE
VIOLENCE
CENSURE
VIOLENCE
SEXUAL
HATE
CENSURE
CENSURE
VIOLENCE
CENSURE
VIOLENCE"
13359,13359,위협대화,"딸배들은 왜 이렇게 난폭 운전을 하는 거냐?
냅두셈 자기들 부모 빨리 따라가겠다는데.
딸배들 죽는 건 신경 안 쓰는데 애꿎은 민간인이 다치잖아.","HATE
HATE
VIOLENCE
HATE"
13362,13362,위협대화,"밤 되면 너무 우울해서 커터칼로 손목 그어버리고 싶어
에궁 그런 생각 말어
내일 일어나면 같이 상담센터로 가보자","VIOLENCE
IMMORAL_NONE
IMMORAL_NONE"
13368,13368,위협대화,"저기 지나가는사람봐라
저사람은 왜?
살 뒤룩뒤룩 쪄서 쿰척대는거 보면 하이킥 꽂고 싶음 ㅋㅋㅋ","IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE"
13370,13370,위협대화,"교수님 아직도 과제 안올려주셨네.
아니 이러고 있다가 또 삼일전에 올려주겠지
야 그날 내가 교수 목따서 사회대 앞에 전시해준다 뭔 개솔","IMMORAL_NONE
IMMORAL_NONE
ABUSE
VIOLENCE"
13372,13372,위협대화,"저런 저질 하급을 정치판에 끌어들인 인간이 도대체 누구냐
알면 진짜 잡아서 거꾸로 매달고 좀 패줘야 됨
대단한 것들이야 아주 저렇게 무모하고 능지가 후달리는것도 능력인데","CENSURE
CENSURE
VIOLENCE
CENSURE"
13376,13376,위협대화,"#@#은 출간해도 괜찮은데 왜 #@#는 거품무냐? 진짜 나라가 페미한테 다 넘어갔나 머리에 총 맞은 애들 밖에 없냐
사실을 말해도 개 거품 무는 우리 군 간부들 언제 옷벗냐 옷벗으면 진짜 짱돌들고 찾아가서 머리 찍고 싶네
페미들 즙짜면 돈주고 다 해주더니만 군인들 다치면 나몰라라 하다가 듸지면 다 입싹 닫고 개 역겨운 새77ㅣ들 이래서 #@#이 안된다","HATE
ABUSE
VIOLENCE
HATE"
13377,13377,위협대화,"빙빙 돌리지 말고 그냥 남자랑 하고 싶다 해
뭔 소리인지, 외로우면 오이나 박으세요
보전깨 해버리기 전에","SEXUAL
SEXUAL
VIOLENCE
SEXUAL"
13387,13387,위협대화,"원나잇 하는 여자를 왜 만나?
여자든 남자든 원나잇 하는 인간을 왜 만나냐
나같아도 정떨어져서 거기 짤라버릴듯","CENSURE
SEXUAL
CENSURE
SEXUAL
CENSURE
VIOLENCE
SEXUAL"
13390,13390,위협대화,"배려석에 앉았다고 시비털다가 지가 불리하니까 성추행 무고했네
저런 건 반죽음으로 만들어야 세상 무서운 줄 알텐데…
오히려 무고로 풀어주는 버빨민국","IMMORAL_NONE
VIOLENCE
DISCRIMINATION
HATE
CENSURE
DISCRIMINATION
HATE
CENSURE
ABUSE"
13391,13391,위협대화,"점장님 몰카충 잡으셨어요?
아니 못잡았어...
와 몰카범 눈알을 뽑아 버려야하는데...","CENSURE
HATE
IMMORAL_NONE
VIOLENCE"
13393,13393,위협대화,"님 입꼬리수술은 진짜 아닌 거 같아요...
저도 수술 후회하고 있어요...
그니까 고나리질 작잘 하세여 패죽이기전에 ㅋㅋ","CENSURE
IMMORAL_NONE
VIOLENCE"
13394,13394,위협대화,"너 주변에 좀 이상한애 하나 있지?
안 볼수가 없어서 참 거슬려
걔 좀 이상한 커뮤니티 하지?
물증은 없고 심증만 있어
자꾸 비상식적인 얘길 그렇게 한다며?
그때마다 차로 끌고다녀서 죽여버리고 싶어","IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE"
13395,13395,위협대화,"이번에 학부모랑 시비가 붙었어
유치원 교사도 힘들겠다
학부모와의 문자 내역 한 번 봐봐
딱 맘충이라 지 수준에 안맞는 대우 바라는데 애 보내면 패버릴꺼니까 오지말라고 해 ㅋㅋ","IMMORAL_NONE
IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE"
13399,13399,위협대화,"이넘 체포해
이머리통에 피도안마른것들이 누굴체로해
머리통에 피없으면 죽것든 빨리 체포해
이 썪을 문드리질놈들 내가이리 끝날줄알제
끝이나든 살아나든 그건 내알바아니고 니는 감빵행이다
내가 언제가 다시 살아돌아와 니멱을 비뜰끼다
그러시든지 그때까지 잘살아만 계시라","IMMORAL_NONE
CENSURE
IMMORAL_NONE
ABUSE
HATE
VIOLENCE
CRIME
CENSURE"
13404,13404,위협대화,"너 어제 지하철 역에서 사람 때렸어?
어 자꾸 밀치길래 발로 밟아 버렸어.
넌 진짜 어떡하려구 그래? 정신 언제 차릴거야?","IMMORAL_NONE
VIOLENCE
CRIME
CENSURE"
13405,13405,위협대화,"어제 같이 사업하는 대학교수가 우리보고 사업금 가져갈 생각 하지 말랬다는데?
미칭게이 교수나부랭이들 진짜 돈이라면 사죽을 못써요
좁빵망이로 대굴빡 쳐맞아봐야 정신차리지","IMMORAL_NONE
ABUSE
CENSURE
ABUSE
VIOLENCE
SEXUAL"
